fg,3p,ft,reb,ast,stl,blk,tov,total_points,efficiency
38.5,0.0,44.4,1.9,0.4,0.2,0.3,0.5,48.400000000000006,6.36842105263158
36.7,0.0,66.7,1.7,0.5,0.1,0.3,0.6,77.89999999999999,11.803030303030303
37.5,28.6,61.5,0.4,0.6,0.2,0.0,0.5,46.800000000000004,7.42857142857143
37.7,37.3,74.4,1.8,2.7,0.5,0.2,0.9,279.0,14.020100502512564
31.0,0.0,60.4,1.0,0.3,0.3,0.1,0.4,85.0,13.709677419354838
45.5,21.3,68.4,4.8,4.8,2.5,1.0,4.2,1877.8,50.20855614973262
46.8,35.5,74.7,8.3,3.6,1.1,0.2,2.6,1541.6000000000001,42.82222222222222
48.5,0.0,74.5,7.9,1.9,0.7,2.1,1.7,1168.0,34.45427728613569
53.8,0.0,69.6,8.1,3.8,0.6,0.8,3.1,1256.0,37.2700296735905
47.5,0.0,61.7,4.7,8.2,1.8,0.6,2.2,376.3,13.535971223021583
49.1,0.0,75.7,5.0,1.1,0.7,0.7,1.1,707.2,27.952569169960476
53.1,0.0,64.9,4.9,1.7,0.6,0.6,2.4,1001.7,39.75
45.4,22.2,64.6,4.7,2.4,1.6,0.4,1.6,717.5999999999999,31.61233480176211
39.6,31.9,77.0,2.0,0.7,0.9,0.1,0.3,472.0,23.838383838383837
45.5,20.0,72.8,4.7,1.3,0.6,0.8,1.1,680.0,31.050228310502284
43.0,25.0,74.1,2.0,2.0,1.2,0.3,1.7,677.6,32.42105263157895
43.7,29.8,80.1,2.1,3.6,0.8,0.0,1.5,834.3000000000001,40.11057692307693
39.7,0.0,58.1,4.9,1.1,0.4,0.7,1.7,335.0,17.091836734693878
45.4,27.9,77.7,2.3,4.5,0.9,0.1,1.9,424.0,21.743589743589745
46.7,33.3,67.6,7.1,0.7,0.8,1.1,1.4,562.5,30.080213903743317
40.8,32.9,83.3,1.7,3.0,0.6,0.1,1.6,462.3,25.4010989010989
56.2,0.0,61.4,3.6,0.7,0.5,1.5,0.9,434.59999999999997,24.41573033707865
49.0,22.2,66.3,3.3,1.2,0.3,0.4,0.9,505.6,29.22543352601156
58.1,0.0,72.7,4.2,0.5,0.5,0.5,1.4,448.79999999999995,29.72185430463576
54.5,0.0,58.7,4.3,0.7,0.5,0.6,1.2,500.5,33.36666666666667
45.6,8.3,74.3,3.5,1.3,0.3,0.2,1.0,448.79999999999995,30.32432432432432
47.6,0.0,63.2,3.5,0.5,0.3,0.4,1.1,400.40000000000003,28.0
47.1,0.0,69.3,2.9,0.8,0.6,0.2,0.7,290.40000000000003,20.450704225352116
42.3,25.0,72.9,2.6,1.8,0.6,0.3,0.9,308.2,22.66176470588235
47.6,0.0,68.7,3.4,0.4,0.3,0.3,1.2,351.0,26.0
41.3,35.0,76.9,1.6,1.1,0.7,0.3,0.8,325.0,24.62121212121212
52.7,0.0,63.9,3.5,0.4,0.3,0.1,0.9,260.40000000000003,19.72727272727273
45.0,23.5,70.1,1.7,1.3,0.4,0.1,0.9,352.0,26.87022900763359
54.4,0.0,64.9,2.9,1.0,0.3,0.5,1.0,330.4,25.61240310077519
65.9,0.0,62.6,4.4,0.9,0.7,0.8,1.1,518.0,28.461538461538463
44.1,32.0,79.7,1.7,0.7,0.4,0.1,0.9,359.59999999999997,31.2695652173913
39.3,0.0,35.3,2.9,0.5,0.2,0.2,1.1,133.0,12.090909090909092
38.0,33.3,75.0,0.8,1.0,0.6,0.1,0.7,138.6,12.6
41.1,4.5,86.8,1.2,0.5,0.3,0.1,0.8,295.0,27.570093457943926
48.6,0.0,60.0,1.7,0.6,0.2,0.2,0.4,189.0,18.173076923076923
42.6,28.3,78.9,1.2,0.9,0.4,0.1,0.7,328.3,34.55789473684211
46.8,0.0,69.0,1.5,0.7,0.3,0.3,0.6,228.0,26.20689655172414
42.7,0.0,75.0,1.4,1.1,0.3,0.0,0.6,127.10000000000001,15.313253012048193
43.6,0.0,74.6,1.9,0.4,0.1,0.1,0.6,229.4,28.675
37.8,20.0,63.6,1.0,0.8,0.3,0.1,0.8,146.2,21.820895522388057
45.5,0.0,60.8,2.2,0.3,0.1,0.6,0.6,111.30000000000001,11.019801980198022
33.8,31.0,63.0,0.6,0.6,0.2,0.0,0.5,124.19999999999999,20.7
47.4,0.0,73.9,9.0,2.0,1.1,2.1,3.4,1000.0,28.24858757062147
49.0,20.0,68.7,8.0,2.4,1.2,0.5,3.0,1402.2,42.49090909090909
49.6,0.0,48.1,8.9,2.9,1.3,0.5,3.4,1206.9,39.44117647058824
51.5,0.0,68.4,7.2,1.0,0.4,0.5,2.3,1190.7,42.37366548042704
49.0,33.3,74.6,7.6,1.0,0.8,2.6,1.8,876.9,33.21590909090909
46.3,18.5,89.6,2.1,1.9,1.3,0.4,1.4,770.0,30.434782608695652
46.8,28.0,55.7,2.6,2.0,0.8,0.1,1.9,1012.5,40.5
48.1,31.3,79.8,1.5,4.8,0.8,0.1,1.9,770.8000000000001,32.25104602510461
42.6,0.0,73.0,4.3,1.1,0.5,0.5,1.1,492.0,28.4393063583815
51.9,0.0,66.2,8.6,1.7,0.9,0.4,2.3,739.1999999999999,32.13913043478261
50.7,0.0,60.7,5.7,0.7,0.5,0.8,1.4,680.6,32.8792270531401
46.6,22.2,78.1,6.1,1.2,0.5,0.6,1.3,429.20000000000005,20.83495145631068
55.8,0.0,67.3,3.9,1.1,0.9,0.5,1.9,680.0,34.0
53.9,16.7,61.1,4.6,0.7,0.6,0.6,1.2,524.8000000000001,27.914893617021278
45.6,0.0,53.1,4.1,0.6,0.4,0.1,1.2,333.7,17.94086021505376
46.9,0.0,64.7,4.3,0.3,0.5,0.1,1.1,492.8,28.818713450292396
48.3,18.2,78.5,1.6,4.3,1.0,0.1,2.0,616.1999999999999,39.5
47.4,31.0,80.6,1.5,2.5,1.0,0.0,1.3,560.9,36.42207792207792
42.7,31.0,59.6,3.3,0.5,0.5,0.5,1.2,238.0,13.91812865497076
45.7,31.1,61.1,1.9,2.9,0.9,0.1,1.4,347.90000000000003,21.084848484848486
47.2,9.1,61.9,3.1,1.1,1.0,0.8,1.2,366.6,24.44
48.1,27.0,78.5,1.7,3.5,0.9,0.0,1.4,418.0,28.053691275167786
46.5,0.0,72.3,4.7,0.6,0.3,0.4,1.3,416.0,28.108108108108105
40.9,17.6,58.3,1.7,0.9,0.4,0.1,0.9,353.6,27.842519685039374
52.8,0.0,43.5,3.8,0.3,0.2,0.3,0.9,262.4,20.661417322834644
60.4,0.0,42.5,2.8,0.3,0.4,0.4,0.4,148.39999999999998,13.740740740740737
48.0,0.0,85.2,1.5,0.8,0.3,0.1,0.9,330.0,31.428571428571427
38.4,32.0,75.6,1.6,0.9,0.4,0.2,0.6,346.5,21.65625
40.8,20.0,60.0,1.0,1.8,0.4,0.1,1.1,166.5,16.009615384615383
38.3,11.1,51.4,0.7,1.5,0.8,0.1,0.9,157.5,15.441176470588236
45.5,0.0,72.8,1.0,1.2,0.4,0.1,0.7,275.2,27.52
44.4,50.0,55.8,1.5,1.6,0.8,0.3,0.9,203.5,22.119565217391305
44.2,20.0,92.6,1.0,0.9,0.4,0.1,0.6,256.5,30.176470588235293
55.7,0.0,66.7,1.1,0.2,0.1,0.2,0.5,122.39999999999999,16.105263157894736
36.4,25.0,92.9,0.8,1.2,0.3,0.1,0.9,182.4,24.000000000000004
40.7,0.0,79.5,2.0,0.3,0.1,0.2,0.8,153.60000000000002,22.260869565217394
30.8,26.4,64.4,1.4,3.2,0.9,0.1,1.2,210.0,13.907284768211921
51.5,17.3,84.5,6.5,5.9,2.4,0.8,3.5,2312.4,60.375979112271544
47.0,0.0,76.7,4.0,3.1,1.2,0.1,2.5,1128.0,36.270096463022504
53.7,0.0,71.1,8.6,2.8,0.7,2.7,2.3,760.0,26.027397260273972
54.5,16.7,73.3,8.6,1.9,1.2,1.0,2.5,1148.0,40.13986013986014
47.1,25.0,82.0,7.4,1.6,0.8,0.8,1.2,902.0,31.872791519434628
44.6,20.0,82.9,2.1,4.4,1.3,0.1,2.1,704.0,27.286821705426355
51.1,0.0,78.4,5.7,0.5,0.5,1.1,1.5,837.4,33.902834008097166
60.0,0.0,62.0,6.8,1.4,0.4,0.5,2.3,1049.6000000000001,44.854700854700866
46.7,22.2,65.7,6.4,0.4,0.4,0.6,1.3,762.6,34.981651376146786
54.3,0.0,73.7,5.2,0.7,0.6,0.4,1.1,532.5,24.767441860465116
49.8,36.4,73.4,3.4,3.5,1.6,0.3,2.1,726.8,34.12206572769953
55.7,0.0,71.5,5.1,1.0,0.2,0.4,1.5,725.4000000000001,35.73399014778325
52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,655.2,32.59701492537314
52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,655.2,32.59701492537314
31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,107.30000000000001,6.542682926829269
31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,107.30000000000001,6.542682926829269
45.4,0.0,85.9,3.0,1.5,0.4,0.1,1.3,417.59999999999997,21.09090909090909
46.0,0.0,67.8,3.5,1.9,0.7,0.1,1.4,541.1999999999999,28.04145077720207
52.8,33.3,78.9,3.7,1.3,0.5,1.3,1.7,496.0,25.699481865284973
45.3,35.1,75.4,1.9,3.1,1.0,0.1,1.4,553.8,29.614973262032084
47.0,0.0,47.4,4.4,0.5,0.5,0.5,1.9,510.0,27.272727272727273
47.1,18.2,73.6,1.3,5.1,1.3,0.1,1.8,459.2,25.23076923076923
45.9,16.0,81.0,1.5,1.7,0.6,0.2,1.1,525.4,30.369942196531788
46.0,18.8,71.1,1.8,2.9,1.0,0.2,1.3,325.6,19.15294117647059
49.8,0.0,54.1,4.9,0.3,0.4,0.3,1.2,297.0,17.470588235294116
47.8,0.0,73.3,3.6,0.5,0.2,0.2,1.0,377.4,24.99337748344371
43.1,50.0,82.0,2.4,0.9,0.3,0.2,0.9,208.79999999999998,14.499999999999998
49.2,0.0,66.9,3.3,1.3,0.4,0.2,1.3,382.20000000000005,26.72727272727273
58.9,0.0,39.8,3.6,0.8,0.5,0.8,0.9,247.9,18.639097744360903
41.6,0.0,70.6,2.1,1.4,0.3,0.2,1.3,300.9,23.507812499999996
47.8,0.0,64.6,2.7,0.8,0.6,0.4,0.9,469.7,37.87903225806451
32.6,0.0,56.4,3.1,0.4,0.2,0.8,0.8,79.5,6.463414634146341
48.6,0.0,75.8,2.5,0.5,0.2,0.5,1.2,192.0,16.134453781512605
49.6,0.0,80.0,1.6,0.4,0.5,0.1,1.2,313.59999999999997,28.0
38.3,22.2,75.5,1.0,1.4,0.5,0.1,1.1,258.29999999999995,23.91666666666666
39.7,25.0,70.7,2.0,0.4,0.2,0.2,0.8,250.79999999999998,23.660377358490564
44.0,0.0,75.0,1.6,0.7,0.2,0.2,0.6,193.79999999999998,18.457142857142856
36.7,0.0,50.9,1.6,0.4,0.4,0.1,0.7,204.0,22.17391304347826
37.3,0.0,76.5,1.3,0.9,0.5,0.2,0.6,194.7,21.395604395604394
48.2,0.0,64.2,1.4,0.3,0.2,0.3,0.7,229.5,25.5
38.3,0.0,68.8,0.6,0.4,0.5,0.1,0.7,197.4,22.179775280898877
37.3,13.3,69.2,0.5,1.2,0.2,0.0,0.7,121.60000000000001,17.126760563380284
41.5,0.0,52.0,1.4,0.6,0.2,0.1,0.4,90.3,12.71830985915493
41.2,0.0,50.0,1.9,0.3,0.2,0.3,0.4,50.7,7.3478260869565215
41.9,36.4,67.7,0.9,0.7,0.1,0.1,0.8,128.7,21.45
38.8,0.0,88.2,0.6,0.7,0.1,0.0,0.5,68.4,14.553191489361703
52.3,25.0,66.1,11.1,2.0,0.8,2.4,3.6,1722.0,52.50000000000001
48.0,18.8,75.3,6.9,2.1,0.9,0.8,2.0,972.0,32.4
46.9,0.0,73.0,2.5,8.3,1.5,0.2,3.4,672.0,24.88888888888889
49.9,25.0,73.1,5.7,2.2,0.7,0.7,1.5,853.2,32.441064638783274
35.6,24.5,63.8,3.0,0.3,0.4,0.1,0.9,218.4,17.0625
44.8,24.1,74.2,4.0,2.3,1.3,0.1,1.7,1016.8000000000001,39.25868725868726
51.2,0.0,75.2,5.7,1.6,0.5,1.5,1.3,688.5,27.762096774193548
44.4,32.4,82.6,1.9,1.9,0.3,0.2,1.4,980.1,40.16803278688525
46.2,16.7,78.5,2.7,3.9,1.6,0.4,2.1,753.3000000000001,31.51882845188285
49.6,0.0,59.0,6.2,0.9,0.4,1.8,1.4,440.0,18.96551724137931
48.4,23.5,80.6,2.2,2.4,1.1,0.3,1.6,784.4,35.49321266968325
46.7,23.1,77.2,3.8,1.5,0.8,0.5,0.9,738.0,34.976303317535546
44.3,11.5,67.3,2.1,2.9,1.2,0.3,1.4,467.40000000000003,22.363636363636367
53.6,25.0,83.7,3.8,1.2,0.7,0.5,1.3,576.6999999999999,29.72680412371134
44.8,26.2,78.7,1.5,2.2,0.7,0.1,1.4,664.0,37.30337078651685
45.8,0.0,65.6,4.1,0.2,0.2,0.7,0.6,96.10000000000001,7.626984126984128
44.5,24.3,88.9,1.2,3.3,0.4,0.0,1.1,503.70000000000005,28.619318181818183
45.1,25.0,72.8,2.9,1.9,1.3,0.3,1.5,631.4,36.7093023255814
46.4,9.1,72.7,2.1,1.8,0.8,0.1,1.0,453.59999999999997,26.840236686390533
41.7,26.7,79.1,2.0,3.5,1.6,0.2,2.4,647.8000000000001,40.2360248447205
41.3,11.1,77.7,1.6,3.4,1.2,0.1,1.4,327.6,20.60377358490566
45.6,41.4,71.9,3.7,0.8,0.6,0.1,1.2,549.4,34.77215189873417
44.1,0.0,71.4,2.5,2.3,0.5,0.2,1.3,457.5,29.140127388535035
50.3,40.0,60.9,0.9,0.9,0.2,0.0,0.4,351.0,25.62043795620438
43.9,0.0,71.4,3.6,0.5,0.4,0.3,1.2,254.8,18.73529411764706
51.7,0.0,60.8,2.9,0.8,0.3,1.1,0.8,280.8,21.112781954887218
41.6,37.5,67.6,1.3,0.7,0.4,0.1,0.9,201.4,16.112000000000002
45.9,26.3,77.0,1.6,1.3,0.3,0.1,0.8,341.0,27.28
50.9,0.0,85.1,1.2,1.2,0.5,0.0,0.8,260.0,22.222222222222225
38.8,0.0,70.0,2.4,0.9,0.2,0.4,0.7,126.9,11.432432432432433
41.9,12.5,82.1,0.9,0.9,0.3,0.0,0.7,148.5,14.417475728155338
44.5,18.2,61.5,0.7,3.0,0.2,0.0,0.7,142.1,15.279569892473116
49.7,0.0,61.5,1.2,0.8,0.5,0.4,1.0,216.0,23.2258064516129
54.4,0.0,53.8,2.9,0.5,0.5,0.3,0.5,120.9,14.223529411764707
38.4,0.0,69.6,1.9,0.3,0.2,0.7,0.6,165.29999999999998,19.915662650602407
39.7,23.1,78.3,1.0,0.8,0.4,0.0,0.4,119.7,14.597560975609758
37.3,29.0,62.5,2.2,2.4,1.0,0.3,1.2,135.29999999999998,8.005917159763314
37.9,36.0,93.8,2.5,0.4,0.3,0.0,0.2,180.2,14.532258064516128
27.0,0.0,66.7,1.5,0.5,0.1,0.1,1.0,28.5,3.6075949367088604
57.1,0.0,41.8,1.8,0.5,0.3,0.2,0.4,166.5,21.075949367088608
44.8,0.0,64.3,0.9,0.8,0.3,0.1,0.6,148.5,19.539473684210527
45.5,0.0,31.3,1.8,0.2,0.0,0.1,0.6,66.5,11.875
52.3,0.0,70.9,10.6,2.5,1.8,0.9,2.9,1659.0,45.828729281767956
47.9,22.2,74.1,10.6,2.8,1.7,0.5,2.7,1628.1000000000001,47.74486803519062
46.6,20.0,73.0,3.4,3.7,0.9,0.1,2.7,1147.6,41.88321167883212
44.8,31.7,79.2,4.5,2.1,0.8,0.8,1.6,844.6,31.51492537313433
45.2,22.2,72.3,1.6,3.6,1.1,0.1,2.1,752.4,28.285714285714285
53.5,0.0,71.2,2.6,0.4,0.3,0.9,0.3,191.39999999999998,16.220338983050844
57.9,25.0,62.4,5.2,1.7,1.2,0.8,2.3,1031.8,40.30468749999999
46.2,46.7,67.2,2.8,2.5,0.7,0.1,0.9,655.2,27.880851063829788
42.8,34.5,69.6,2.7,2.1,0.7,0.3,1.9,759.2,32.44444444444445
46.2,0.0,69.0,4.1,1.0,0.4,0.6,1.7,408.0,20.198019801980198
59.5,0.0,61.4,5.9,0.8,0.8,0.1,0.6,360.8,18.04
40.8,13.3,75.3,1.8,4.9,1.2,0.2,2.5,518.0,26.564102564102566
48.7,12.5,81.0,1.5,2.6,0.6,0.0,1.9,762.6,39.30927835051547
45.7,11.1,59.7,3.6,2.6,1.3,0.6,2.0,529.3000000000001,27.424870466321245
42.2,20.0,64.2,2.1,0.5,0.5,0.2,0.7,142.79999999999998,12.637168141592918
47.9,0.0,69.9,2.9,3.4,1.6,0.1,1.3,367.5,19.444444444444446
41.4,0.0,65.6,5.7,1.4,0.3,3.4,1.7,348.3,18.42857142857143
53.3,0.0,74.1,5.4,1.4,0.6,0.9,1.1,472.5,25.132978723404253
40.0,0.0,65.2,1.8,2.5,0.9,0.3,1.4,158.4,9.0
43.1,34.4,72.8,1.9,0.8,0.6,0.2,0.6,469.7,23.96428571428571
38.0,0.0,73.7,1.6,2.9,0.5,0.2,1.6,172.0,10.177514792899409
42.9,40.0,83.3,1.8,1.8,0.8,0.2,1.4,615.6,37.53658536585366
40.4,36.8,69.6,3.5,1.5,0.7,0.3,1.2,405.6,24.883435582822088
47.6,25.0,73.5,3.3,0.8,0.3,0.3,1.1,477.40000000000003,30.025157232704405
43.2,0.0,76.2,1.4,2.5,0.8,0.1,1.7,387.6,26.547945205479454
45.5,13.9,67.3,1.7,0.4,0.4,0.2,0.8,192.4,18.679611650485437
48.5,0.0,57.1,3.7,0.8,0.4,0.6,1.2,347.2,24.450704225352112
51.2,0.0,65.0,5.3,0.5,0.6,0.9,1.4,383.40000000000003,27.58273381294964
53.4,0.0,77.4,3.4,0.9,0.4,0.2,0.8,259.70000000000005,19.67424242424243
31.4,0.0,78.3,2.7,0.8,0.3,0.2,0.7,123.19999999999999,10.440677966101694
36.4,11.1,81.0,1.1,1.9,0.2,0.0,1.4,183.60000000000002,16.540540540540544
36.4,11.1,81.0,1.1,1.9,0.2,0.0,1.4,183.60000000000002,16.540540540540544
43.5,14.3,57.7,1.5,0.7,0.4,0.1,1.0,196.0,18.49056603773585
44.5,0.0,47.1,2.2,0.5,0.3,0.2,0.5,178.2,17.300970873786405
42.0,0.0,57.1,2.5,0.3,0.1,0.6,0.4,166.4,16.475247524752476
47.7,14.3,76.0,1.2,1.1,0.4,0.1,0.9,248.0,25.30612244897959
54.3,0.0,64.2,1.6,0.5,0.3,0.0,0.8,325.0,33.85416666666667
48.5,15.4,70.0,2.4,0.4,0.5,0.3,0.5,76.0,7.6
44.9,36.0,73.7,1.2,0.6,0.3,0.1,0.6,247.5,26.329787234042552
40.6,0.0,67.8,1.6,0.6,0.3,0.2,1.0,153.60000000000002,17.655172413793107
36.7,0.0,45.0,2.0,0.5,0.1,0.3,0.7,29.900000000000002,3.602409638554217
37.4,22.0,64.4,1.1,0.8,0.6,0.1,0.7,226.8,27.65853658536586
41.5,0.0,66.0,0.9,0.8,0.5,0.1,0.9,145.2,18.379746835443036
40.4,0.0,31.3,1.9,0.2,0.1,0.3,0.4,81.0,11.911764705882353
37.5,14.3,56.3,0.9,0.4,0.2,0.1,0.5,85.80000000000001,12.61764705882353
45.3,0.0,44.4,2.1,0.2,0.1,0.1,1.0,79.2,15.529411764705884
34.2,0.0,55.0,1.3,0.1,0.2,0.0,0.3,37.199999999999996,8.266666666666666
36.1,9.1,66.7,0.5,0.6,0.1,0.1,0.4,101.5,24.166666666666664
49.6,22.7,79.7,5.4,3.3,1.1,0.2,3.4,1771.2,47.232
58.2,0.0,62.4,12.3,1.3,1.0,1.0,2.9,1271.0,36.84057971014493
42.4,28.8,70.4,2.9,7.8,2.1,0.2,4.2,1224.0,36.21301775147929
52.5,0.0,62.0,6.9,1.8,0.7,0.6,2.7,1393.2,42.090634441087616
49.7,25.0,71.6,7.0,2.2,1.1,0.3,2.4,1733.3999999999999,53.5
46.5,35.2,68.0,4.9,3.2,0.7,0.4,2.6,953.6999999999999,33.11458333333333
47.7,28.6,67.0,7.4,1.7,0.7,2.2,1.7,943.0,33.92086330935252
56.1,33.3,75.2,9.3,1.6,0.5,0.7,2.9,1180.8,43.733333333333334
41.4,21.5,75.0,1.9,4.8,1.0,0.1,2.0,845.3,32.89105058365759
44.1,0.0,70.3,3.8,2.4,0.9,0.0,1.4,664.0,26.56
61.3,0.0,64.2,5.9,1.2,0.5,1.1,2.5,998.4000000000001,44.771300448430495
48.2,23.1,77.8,4.1,1.9,0.8,0.5,2.4,919.6,41.237668161434975
47.7,0.0,68.4,5.1,1.8,0.7,0.2,1.3,768.0,36.056338028169016
45.9,9.1,66.4,4.4,1.5,0.7,0.2,1.3,688.2,33.57073170731707
48.1,0.0,75.7,5.2,1.8,0.6,0.9,1.8,647.8000000000001,32.717171717171716
43.4,0.0,77.5,3.3,0.6,0.5,0.3,1.4,553.0,28.802083333333336
55.6,0.0,55.1,5.2,0.6,0.8,1.3,1.1,359.9,19.774725274725274
51.8,0.0,50.4,5.4,0.9,0.9,1.2,1.2,294.4,16.63276836158192
46.1,0.0,58.3,4.7,1.0,0.3,1.3,0.9,333.9,19.412790697674417
50.3,0.0,70.8,3.6,0.7,0.6,0.3,0.8,347.90000000000003,20.464705882352945
41.3,0.0,76.0,1.8,3.3,1.1,0.0,1.6,524.8000000000001,31.05325443786983
45.3,28.1,72.6,1.9,2.5,0.8,0.2,1.3,396.9,24.34969325153374
46.5,30.5,65.7,1.4,2.3,0.8,0.1,1.4,448.0,27.82608695652174
46.4,0.0,72.0,2.7,1.2,0.5,0.4,1.0,489.90000000000003,30.618750000000002
51.3,0.0,69.9,3.0,1.1,0.3,0.3,1.4,547.5,34.651898734177216
51.9,0.0,52.0,4.8,1.1,0.2,1.5,1.6,360.0,24.324324324324323
52.1,0.0,64.1,3.2,1.0,0.5,0.9,1.3,528.0,35.67567567567568
54.6,0.0,60.1,2.6,0.7,0.4,0.3,0.9,377.3,26.95
43.5,0.0,59.4,1.6,0.8,0.4,0.0,0.5,191.1,14.7
31.6,28.0,73.3,0.6,1.4,0.4,0.0,0.8,55.199999999999996,5.935483870967741
50.9,0.0,45.9,2.5,0.6,0.3,0.7,0.7,208.79999999999998,17.546218487394956
51.0,0.0,82.0,1.2,0.5,0.3,0.0,0.8,248.39999999999998,21.789473684210524
45.9,22.2,64.3,0.8,1.4,0.5,0.0,1.1,225.39999999999998,20.306306306306304
58.3,50.0,82.5,1.3,0.8,0.4,0.1,0.8,133.4,12.46728971962617
47.8,0.0,81.1,2.5,0.6,0.2,0.2,0.8,205.2,19.358490566037734
35.7,29.4,86.2,1.1,1.6,0.7,0.1,1.0,217.29999999999998,20.5
46.5,0.0,58.5,1.3,0.4,0.5,0.1,0.9,191.10000000000002,21.233333333333334
54.0,66.7,50.7,0.7,1.3,0.4,0.1,1.0,146.2,17.0
52.4,0.0,60.4,1.7,0.3,0.3,0.1,0.7,136.5,16.058823529411764
35.5,30.1,77.8,1.3,0.3,0.2,0.0,0.3,116.10000000000001,12.619565217391306
45.8,0.0,65.4,1.5,0.2,0.2,0.1,0.4,142.79999999999998,17.62962962962963
43.3,0.0,74.1,0.6,1.1,0.4,0.1,0.6,151.20000000000002,21.91304347826087
44.4,0.0,73.2,1.5,0.1,0.1,0.0,0.4,151.9,22.014492753623188
45.1,0.0,67.7,0.7,0.4,0.3,0.1,0.7,153.0,23.181818181818183
32.2,0.0,64.7,0.8,0.4,0.3,0.1,0.6,68.39999999999999,10.363636363636363
49.1,0.0,71.6,9.3,1.4,0.6,1.5,3.0,1549.8,43.53370786516854
46.4,19.2,71.6,3.6,2.4,1.3,0.5,2.9,1668.6000000000001,47.13559322033899
